src_ip,src_port,dst_ip,dst_port,proto,service,conn_state,src_bytes,dst_bytes,duration,anomaly_score,label,type
192.168.1.190,64249,205.251.193.121,53,udp,dns,SF,40,273,7.117286,0.015,0,normal
192.168.1.190,24455,193.0.9.2,53,udp,dns,SF,101,750,0.290457,0.0148,0,normal
192.168.1.1,56465,192.168.1.195,61945,udp,-,S0,573,0,0.028536,0.0147,0,normal
192.168.1.31,37912,192.168.1.1,53,udp,dns,SHR,0,424,0.001077,0.0147,1,dos
192.168.1.1,52497,192.168.1.195,55353,udp,-,S0,573,0,0.031369,0.0147,0,normal
192.168.1.1,64599,192.168.1.195,56908,udp,-,S0,573,0,0.032033,0.0147,0,normal
192.168.1.1,54263,192.168.1.195,60219,udp,-,S0,573,0,0.029589,0.0147,0,normal
192.168.1.1,64934,192.168.1.195,55015,udp,-,S0,573,0,0.030667,0.0147,0,normal
192.168.1.1,57673,192.168.1.195,59758,udp,-,S0,573,0,0.032294,0.0147,0,normal
192.168.1.1,58147,192.168.1.195,56708,udp,-,S0,573,0,0.032456,0.0147,0,normal
192.168.1.180,123,203.19.252.4,123,udp,-,SF,48,48,0.02423,0.0146,0,normal
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,20553,2001:502:7094::30,53,udp,dns,SF,73,1089,0.177236,0.0146,0,normal
192.168.1.190,52893,192.33.4.12,53,udp,dns,SF,28,1097,0.173967,0.0144,0,normal
192.168.1.190,5491,192.228.79.201,53,udp,dns,SF,28,1097,0.178069,0.0144,0,normal
192.168.1.180,123,144.48.166.166,123,udp,-,SF,48,48,0.016968,0.0143,0,normal
192.168.1.180,123,13.211.167.211,123,udp,-,SF,48,48,0.016461,0.0143,0,normal
192.168.1.180,123,144.48.166.166,123,udp,-,SF,48,48,0.017105,0.0143,0,normal
192.168.1.180,123,144.48.166.166,123,udp,-,SF,48,48,0.017037,0.0143,0,normal
192.168.1.180,123,144.48.166.166,123,udp,-,SF,48,48,0.017836,0.0143,0,normal
192.168.1.180,123,103.38.120.36,123,udp,-,SF,48,48,0.01693,0.0143,0,normal
192.168.1.180,123,144.48.166.166,123,udp,-,SF,48,48,0.017013,0.0143,0,normal
192.168.1.31,55600,103.38.120.36,123,udp,-,SF,48,48,0.017808,0.0143,1,mitm
192.168.1.180,123,13.211.167.211,123,udp,-,SF,48,48,0.015438,0.0143,0,normal
192.168.1.34,51259,192.168.1.1,53,udp,dns,SF,104,420,0.014157,0.0142,1,mitm
172.17.0.7,54999,192.168.1.190,53,udp,dns,SHR,0,178,0.039864,0.0142,0,normal
172.17.0.7,57895,192.168.1.190,53,udp,dns,SHR,0,178,0.040069,0.0142,0,normal
192.168.1.180,123,144.48.166.166,123,udp,-,SF,48,48,0.019762,0.0141,0,normal
192.168.1.180,123,13.211.167.211,123,udp,-,SF,48,48,0.018922,0.0141,0,normal
192.168.1.34,35559,192.168.1.1,53,udp,dns,SF,80,313,0.203146,0.014,1,mitm
192.168.1.190,33677,192.35.51.30,53,udp,dns,SF,37,292,4.316624,0.014,0,normal
192.168.1.184,8080,192.168.1.184,1231,tcp,-,S0,0,0,0.15893,0.0138,0,normal
192.168.1.193,80,192.168.1.193,1223,tcp,-,S0,0,0,0.159716,0.0138,0,normal
192.168.1.184,8080,192.168.1.184,1158,tcp,-,S0,0,0,0.159064,0.0138,0,normal
192.168.1.194,80,192.168.1.194,1710,tcp,-,S0,0,0,0.159133,0.0138,0,normal
192.168.1.190,20086,202.12.27.33,53,udp,dns,SF,28,1097,0.157959,0.0137,0,normal
192.168.1.180,123,13.211.167.211,123,udp,-,SF,48,48,0.013218,0.0137,0,normal
192.168.1.190,1752,192.168.1.190,1752,tcp,-,S0,0,0,0.30013,0.0137,0,normal
192.168.1.250,5353,224.0.0.251,5353,udp,dns,S0,516,0,12.071378,0.0136,0,normal
192.168.1.31,54429,192.168.1.1,53,udp,dns,SF,84,436,0.003526,0.0134,1,mitm
192.168.1.31,41575,192.168.1.1,53,udp,dns,SF,84,436,0.003069,0.0134,1,mitm
192.168.1.30,39161,192.168.1.1,53,udp,dns,SF,84,436,0.003276,0.0134,1,ddos
192.168.1.31,42664,192.168.1.1,53,udp,dns,SF,84,436,0.00304,0.0134,1,password
192.168.1.31,57283,192.168.1.1,53,udp,dns,SF,84,436,0.003016,0.0134,1,mitm
172.17.0.7,44535,192.168.1.190,53,udp,dns,SHR,0,212,0.04297,0.0133,0,normal
192.168.1.180,123,103.76.40.123,123,udp,-,SF,48,48,0.012948,0.0132,0,normal
192.168.1.31,60313,192.168.1.1,53,udp,dns,SF,84,424,0.013102,0.0132,1,mitm
192.168.1.30,33336,192.168.1.1,53,udp,dns,SF,84,424,0.016821,0.0132,1,password
192.168.1.184,8080,192.168.1.184,1995,tcp,-,S0,0,0,0.160571,0.0132,0,normal
192.168.1.152,1402,192.168.1.152,1402,tcp,-,S0,0,0,0.160971,0.0132,0,normal
192.168.1.31,41413,192.168.1.1,53,udp,dns,SF,84,424,0.014397,0.0132,1,mitm
192.168.1.31,42547,192.168.1.1,53,udp,dns,SF,84,430,0.013643,0.0132,1,mitm
192.168.1.34,43134,192.168.1.1,53,udp,dns,SF,84,424,0.014398,0.0132,1,mitm
192.168.1.184,8080,192.168.1.184,1249,tcp,-,S0,0,0,0.161381,0.0132,0,normal
192.168.1.30,43957,192.168.1.1,53,udp,dns,SF,76,421,0.03417,0.0131,1,dos
192.168.1.190,36676,199.253.182.182,53,udp,dns,SF,101,752,0.177176,0.013,0,normal
192.168.1.31,42555,192.168.1.1,53,udp,dns,SF,84,424,0.012644,0.0129,1,password
172.17.0.7,41621,192.168.1.190,53,udp,dns,SHR,0,212,0.042486,0.0129,0,normal
192.168.1.31,55511,192.168.1.1,53,udp,dns,SF,84,424,0.012661,0.0129,1,mitm
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,31289,2001:7fe::53,53,udp,dns,SF,28,1097,0.349726,0.0128,0,normal
192.168.1.152,36252,8.8.8.8,53,udp,dns,SF,130,298,0.25115,0.0127,0,normal
192.168.1.152,58929,8.8.8.8,53,udp,dns,SF,130,298,0.244587,0.0127,0,normal
192.168.1.193,80,192.168.1.193,1712,tcp,-,S0,0,0,0.299988,0.0126,0,normal
192.168.1.184,8080,192.168.1.184,1658,tcp,-,S0,0,0,0.163532,0.0126,0,normal
192.168.1.190,35950,192.36.148.17,53,udp,dns,SF,28,1097,0.124499,0.0123,0,normal
192.168.1.190,43015,203.119.86.101,53,udp,dns,SF,101,772,0.044699,0.0123,0,normal
192.168.1.190,58279,199.180.182.53,53,udp,dns,SF,101,101,3.933074,0.0122,0,normal
192.168.1.34,58828,192.168.1.1,53,udp,dns,SF,76,430,0.01453,0.0121,1,mitm
192.168.1.190,45139,58.65.254.73,53,udp,dns,SF,31,1163,0.166476,0.0121,0,normal
172.17.0.7,46979,192.168.1.190,53,udp,dns,SHR,0,178,0.032701,0.012,0,normal
192.168.1.195,1813,192.168.1.195,1813,tcp,-,S0,0,0,0.299171,0.0117,0,normal
192.168.1.194,80,192.168.1.194,1378,tcp,-,S0,0,0,0.164189,0.0113,0,normal
192.168.1.32,58002,192.168.1.195,80,tcp,-,OTH,0,0,0.000626,0.0113,1,xss
fe80::76:ad3e:1329:a7fd,5353,ff02::fb,5353,udp,dns,S0,334,0,13.095484,0.0112,0,normal
fe80::855:e4ef:de26:7aca,5353,ff02::fb,5353,udp,dns,S0,448,0,13.617131,0.0112,0,normal
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,39485,2001:7fd::1,53,udp,dns,SF,37,1026,0.63188,0.0107,0,normal
192.168.1.184,8080,192.168.1.184,1646,tcp,-,S0,0,0,0.164903,0.0106,0,normal
172.17.0.7,59409,192.168.1.190,53,udp,dns,SHR,0,178,0.028905,0.0105,0,normal
192.168.1.31,43921,192.168.1.1,53,udp,dns,SHR,0,0,0.0,0.0102,1,ddos
192.168.1.190,3600,84.53.139.64,53,udp,dns,SF,63,276,2.035794,0.0102,0,normal
192.168.1.190,1952,192.168.1.190,1952,tcp,-,S0,0,0,0.299184,0.0102,0,normal
192.168.1.30,60089,192.168.1.1,53,udp,dns,SF,74,434,0.012901,0.0099,1,password
192.168.1.194,80,192.168.1.194,1873,tcp,-,S0,0,0,0.29865,0.0099,0,normal
192.168.1.190,1782,192.168.1.190,1782,tcp,-,S0,0,0,0.299115,0.0099,0,normal
172.17.0.7,46681,192.168.1.190,53,udp,dns,SHR,0,212,0.039398,0.0099,0,normal
192.168.1.1,59425,192.168.1.195,57862,udp,-,S0,573,0,0.004815,0.0098,0,normal
192.168.1.1,55472,192.168.1.195,60899,udp,-,S0,573,0,0.004179,0.0098,0,normal
192.168.1.193,80,192.168.1.193,1765,tcp,-,S0,0,0,0.165321,0.0097,0,normal
192.168.1.190,1688,192.168.1.190,1688,tcp,-,S0,0,0,0.165084,0.0097,0,normal
192.168.1.39,20,192.168.1.194,20,tcp,-,S0,0,0,0.291921,0.0097,1,dos
192.168.1.193,80,192.168.1.193,1713,tcp,-,S0,0,0,0.165452,0.0097,0,normal
192.168.1.30,55589,192.168.1.1,53,udp,dns,SF,72,355,0.13543,0.0097,1,dos
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,9060,2001:dc3::35,53,udp,dns,SF,47,1175,0.202793,0.0097,0,normal
192.168.1.1,56655,192.168.1.195,62147,udp,-,S0,573,0,0.003328,0.0096,0,normal
172.17.0.8,44502,192.168.1.190,53,udp,dns,SHR,0,178,0.028282,0.0095,0,normal
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,52797,2001:503:ba3e::2:30,53,udp,dns,SF,28,1097,0.205945,0.0094,0,normal
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,9687,2001:500:1::803f:235,53,udp,dns,SF,28,1097,0.241225,0.0093,0,normal
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,1547,2001:500:1::803f:235,53,udp,dns,SF,28,1097,0.227607,0.0093,0,normal
192.168.1.184,8080,192.168.1.184,1343,tcp,-,S0,0,0,0.166502,0.0092,0,normal
192.168.1.190,40292,184.85.248.65,53,udp,dns,SF,53,95,8.39701,0.0091,0,normal
192.168.1.193,80,192.168.1.193,1922,tcp,-,S0,0,0,0.298412,0.0091,0,normal
192.168.1.194,80,192.168.1.194,1811,tcp,-,S0,0,0,0.16734,0.009,0,normal
192.168.1.152,1863,192.168.1.152,1863,tcp,-,S0,0,0,0.167011,0.009,0,normal
192.168.1.194,80,192.168.1.194,1854,tcp,-,S0,0,0,0.166828,0.009,0,normal
192.168.1.32,33284,192.168.1.195,80,tcp,-,OTH,0,0,4.7e-05,0.0088,1,xss
172.17.0.7,42791,192.168.1.190,53,udp,dns,SHR,0,212,0.032621,0.0088,0,normal
192.168.1.190,61612,192.31.80.30,53,udp,dns,SF,37,292,3.493005,0.0088,0,normal
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,23705,2001:503:39c1::30,53,udp,dns,SF,42,763,0.860227,0.0088,0,normal
fe80::76:ad3e:1329:a7fd,5353,ff02::fb,5353,udp,dns,S0,334,0,13.019717,0.0087,0,normal
fe80::855:e4ef:de26:7aca,5353,ff02::fb,5353,udp,dns,S0,448,0,13.100968,0.0086,0,normal
fe80::76:ad3e:1329:a7fd,5353,ff02::fb,5353,udp,dns,S0,468,0,13.135724,0.0086,0,normal
fe80::76:ad3e:1329:a7fd,5353,ff02::fb,5353,udp,dns,S0,468,0,13.201506,0.0086,0,normal
fe80::855:e4ef:de26:7aca,5353,ff02::fb,5353,udp,dns,S0,448,0,13.075134,0.0086,0,normal
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,64277,2001:500:1::803f:235,53,udp,dns,SF,46,1177,0.226306,0.0085,0,normal
fe80::855:e4ef:de26:7aca,5353,ff02::fb,5353,udp,dns,S0,448,0,13.063212,0.0084,0,normal
192.168.1.1,63091,192.168.1.195,58546,udp,-,S0,573,0,0.001867,0.0083,0,normal
fe80::855:e4ef:de26:7aca,5353,ff02::fb,5353,udp,dns,S0,448,0,13.052418,0.0082,0,normal
192.168.1.133,5353,224.0.0.251,5353,udp,dns,S0,476,0,10.557784,0.0082,0,normal
192.168.1.194,80,192.168.1.194,1580,tcp,-,S0,0,0,0.168021,0.0082,0,normal
192.168.1.195,1548,192.168.1.195,1548,tcp,-,S0,0,0,0.167539,0.0082,0,normal
192.168.1.1,52241,192.168.1.195,61602,udp,-,S0,573,0,0.001448,0.0081,0,normal
192.168.1.1,53392,192.168.1.195,60673,udp,-,S0,573,0,0.001085,0.0081,0,normal
192.168.1.1,51066,192.168.1.195,64070,udp,-,S0,573,0,0.001573,0.0081,0,normal
172.17.0.8,57891,192.168.1.190,53,udp,dns,SHR,0,212,0.031721,0.0081,0,normal
192.168.1.1,59464,192.168.1.195,56708,udp,-,S0,573,0,0.001119,0.0081,0,normal
172.17.0.7,52869,192.168.1.190,53,udp,dns,SHR,0,212,0.031752,0.0081,0,normal
192.168.1.37,44043,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,41891,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,45909,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,36229,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,8001,192.168.1.193,49159,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,38475,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49226,192.168.1.33,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49245,192.168.1.33,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,34277,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,35781,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49223,192.168.1.33,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,43877,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,7870,192.168.1.193,49158,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,44211,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49222,192.168.1.37,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,41547,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,4444,192.168.1.193,49226,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,42051,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,4444,192.168.1.193,49236,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,38159,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,34307,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,39267,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49160,192.168.1.33,7870,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,44371,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,4444,192.168.1.193,49226,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,41037,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,33587,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,4444,192.168.1.193,49222,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,4444,192.168.1.193,49245,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,42319,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49222,192.168.1.37,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,35393,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,40047,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,38339,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,35417,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,40731,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,38309,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49222,192.168.1.37,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,41289,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49160,192.168.1.33,7870,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,7870,192.168.1.193,49158,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49167,192.168.1.33,7870,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,35753,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,34847,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,36131,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,43923,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,43187,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,36211,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,45189,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,43495,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,41675,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,33651,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49159,192.168.1.37,8001,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49218,192.168.1.37,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49236,192.168.1.37,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,4444,192.168.1.193,49226,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,4444,192.168.1.193,49236,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49207,192.168.1.33,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,44529,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49243,192.168.1.33,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49207,192.168.1.33,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,44515,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,35611,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,44819,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49236,192.168.1.37,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,36089,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49245,192.168.1.33,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,42619,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,39995,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,38025,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,45963,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,46789,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,41093,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,40325,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,39781,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,4444,192.168.1.193,49236,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,4444,192.168.1.193,49223,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,7870,192.168.1.193,49160,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,40397,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,42299,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,46159,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,34723,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,33697,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,38239,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,4444,192.168.1.193,49235,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,44921,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,7870,192.168.1.193,49161,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,39859,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49160,192.168.1.33,7870,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49220,192.168.1.33,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,4444,192.168.1.193,49236,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49236,192.168.1.37,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49235,192.168.1.33,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,36341,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,33927,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,4444,192.168.1.193,49200,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,38211,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,43155,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,4444,192.168.1.193,49199,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.193,49236,192.168.1.37,4444,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,43979,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,42675,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.37,37155,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
192.168.1.33,42287,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.008,1,ransomware
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,42186,2001:500:1::803f:235,53,udp,dns,SF,43,1174,0.276593,0.0079,0,normal
172.17.0.5,51217,192.168.1.190,53,udp,dns,SHR,0,212,0.030436,0.0079,0,normal
192.168.1.194,80,192.168.1.194,1412,tcp,-,S0,0,0,0.168473,0.0078,0,normal
fe80::855:e4ef:de26:7aca,5353,ff02::fb,5353,udp,dns,S0,448,0,12.997405,0.0078,0,normal
fe80::76:ad3e:1329:a7fd,5353,ff02::fb,5353,udp,dns,S0,468,0,13.001234,0.0077,0,normal
fe80::855:e4ef:de26:7aca,5353,ff02::fb,5353,udp,dns,S0,448,0,13.000933,0.0076,0,normal
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,14522,2001:dc3::35,53,udp,dns,SF,28,1097,0.187942,0.0076,0,normal
192.168.1.30,43106,192.168.1.1,53,udp,dns,SHR,0,0,0.0,0.0074,1,ddos
192.168.1.190,12489,193.0.14.129,53,udp,dns,SF,28,1097,0.027371,0.0074,0,normal
192.168.1.1,57444,192.168.1.195,54199,udp,-,S0,573,0,0.000915,0.0074,0,normal
fe80::855:e4ef:de26:7aca,5353,ff02::fb,5353,udp,dns,S0,448,0,13.008494,0.0073,0,normal
fe80::855:e4ef:de26:7aca,5353,ff02::fb,5353,udp,dns,S0,448,0,13.010044,0.0073,0,normal
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,64858,2001:503:ba3e::2:30,53,udp,dns,SF,28,1097,0.166831,0.0072,0,normal
192.168.1.195,1801,192.168.1.195,1801,tcp,-,S0,0,0,0.168567,0.0072,0,normal
172.17.0.5,51609,192.168.1.190,53,udp,dns,SHR,0,212,0.029778,0.0072,0,normal
192.168.1.133,5353,224.0.0.251,5353,udp,dns,S0,468,0,13.201021,0.0071,0,normal
192.168.1.33,41145,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.007,1,ransomware
192.168.1.33,33273,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.007,1,ransomware
192.168.1.33,45935,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.007,1,ransomware
192.168.1.37,4444,192.168.1.193,49196,tcp,-,OTH,0,0,0.0,0.007,1,ransomware
192.168.1.33,41003,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.007,1,ransomware
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,30044,2001:500:2d::d,53,udp,dns,SF,47,1175,0.051015,0.007,0,normal
192.168.1.193,49220,192.168.1.33,4444,tcp,-,OTH,0,0,0.0,0.007,1,ransomware
172.17.0.5,55921,192.168.1.190,53,udp,dns,SHR,0,212,0.028884,0.007,0,normal
192.168.1.193,49207,192.168.1.33,4444,tcp,-,OTH,0,0,0.0,0.007,1,ransomware
192.168.1.30,58762,176.28.50.165,80,tcp,-,S0,0,0,0.318242,0.007,1,injection
192.168.1.33,41181,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.007,1,ransomware
192.168.1.33,4444,192.168.1.193,49199,tcp,-,OTH,0,0,0.0,0.007,1,ransomware
192.168.1.37,34537,192.168.1.193,445,tcp,-,OTH,0,0,0.0,0.007,1,ransomware
192.168.1.37,4444,192.168.1.193,49222,tcp,-,OTH,0,0,0.0,0.007,1,ransomware
192.168.1.33,4444,192.168.1.193,49207,tcp,-,OTH,0,0,0.0,0.007,1,ransomware
192.168.1.190,41848,208.84.2.53,53,udp,dns,SHR,0,0,0.0,0.0069,0,normal
192.168.1.190,34630,205.251.196.236,53,udp,dns,SF,51,136,6.512919,0.0068,0,normal
192.168.1.1,55422,192.168.1.195,50851,udp,-,S0,573,0,0.000605,0.0066,0,normal
192.168.1.1,65308,192.168.1.195,56529,udp,-,S0,573,0,0.000564,0.0066,0,normal
192.168.1.1,56400,192.168.1.195,61996,udp,-,S0,573,0,0.00064,0.0066,0,normal
192.168.1.1,56380,192.168.1.195,58966,udp,-,S0,573,0,0.000718,0.0066,0,normal
192.168.1.1,52756,192.168.1.195,56338,udp,-,S0,573,0,0.000577,0.0066,0,normal
192.168.1.1,60092,192.168.1.195,65221,udp,-,S0,573,0,9e-06,0.0065,0,normal
192.168.1.1,61863,192.168.1.195,62019,udp,-,S0,573,0,0.000421,0.0065,0,normal
192.168.1.1,53441,192.168.1.195,57355,udp,-,S0,573,0,0.000504,0.0065,0,normal
